ProductSN:3421256001
Date&Time,,Voltage(V),,,,UTHD(%),,,,Current(A),,,,ITHD(%),,,,Frequency(Hz),Power Factor,Active Power(W),Reactive Power(Var),Apparent Power(Va),Active Energy(Wh),Reactive Energy(Varh),Apparent Energy(Vah),Current Demand(A),,,,Current Peak Demand(A)&Date,,,,,,,,Total Active Power Deamnd(W),Total Active Power Peak Deamnd(W)&Date,,Total Reactive Power Deamnd(Var),Total Reactive Power Peak Deamnd(Var)&Date,,Total Apparent Power Deamnd(Va),Total Apparent Power Peak Deamnd(Va)&Date,,
2023-01-18,08:20:00,136.75,137.61,238.89,171.08,2.362,2.264,2.225,2.283,85.87,76.31,81.25,81.14,35.746,40.405,41.887,39.346,60.07,0.883,20989.15,3959.81,23760.37,851462,162822,957950,84.47,74.52,79.87,79.62,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,20588.68,26759.13,2023-01-16 15:39:38,3957.79,4890.27,2023-01-16 18:08:23,23351.09,29863.81,2023-01-16 18:03:49,
2023-01-18,08:30:00,137.79,138.68,240.74,172.41,2.262,2.186,2.132,2.193,102.30,91.95,97.56,97.27,34.582,39.154,40.255,37.997,59.97,0.884,25410.25,4829.59,28732.69,855063,163510,962033,85.59,75.68,80.93,80.73,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,20897.24,26759.13,2023-01-16 15:39:38,4005.13,4890.27,2023-01-16 18:08:23,23696.49,29863.81,2023-01-16 18:03:49,
2023-01-18,08:40:00,138.99,139.90,242.80,173.90,2.345,2.285,2.237,2.289,101.83,91.25,97.47,96.85,35.401,40.054,41.144,38.867,59.91,0.883,25469.68,4922.10,28837.15,858710,164208,966173,88.09,78.29,83.50,83.29,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21633.98,26759.13,2023-01-16 15:39:38,4137.01,4890.27,2023-01-16 18:08:23,24531.85,29863.81,2023-01-16 18:03:49,
2023-01-18,08:50:00,138.57,139.46,242.03,173.35,2.254,2.124,2.093,2.157,78.35,69.72,74.31,74.12,37.085,41.355,43.314,40.585,60.04,0.878,19315.54,3675.37,21992.40,862119,164863,970046,86.47,76.81,82.10,81.79,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21311.92,26759.13,2023-01-16 15:39:38,4080.46,4890.27,2023-01-16 18:08:23,24176.02,29863.81,2023-01-16 18:03:49,
2023-01-18,09:00:00,138.68,139.58,242.25,173.50,2.228,2.109,2.076,2.138,81.96,72.37,77.84,77.39,37.205,42.515,44.295,41.338,60.13,0.881,20219.14,3884.62,22959.43,865413,165499,973796,84.62,75.16,80.44,80.07,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,20902.75,26759.13,2023-01-16 15:39:38,4012.68,4890.27,2023-01-16 18:08:23,23746.38,29863.81,2023-01-16 18:03:49,
2023-01-18,09:10:00,139.25,140.15,243.26,174.22,2.439,2.339,2.297,2.358,83.73,73.74,79.51,78.99,35.933,39.936,41.074,38.981,60.17,0.887,20863.96,3995.42,23519.85,868863,166155,977696,83.05,73.64,78.97,78.56,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,20545.18,26759.13,2023-01-16 15:39:38,3939.84,4890.27,2023-01-16 18:08:23,23316.48,29863.81,2023-01-16 18:03:49,
2023-01-18,09:20:00,138.28,139.19,241.61,173.03,2.481,2.359,2.331,2.390,92.77,82.54,88.48,87.93,35.657,39.860,40.646,38.721,60.04,0.886,23059.94,4404.62,26033.08,872418,166828,981716,82.01,72.70,78.06,77.59,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,20307.93,26759.13,2023-01-16 15:39:38,3877.57,4890.27,2023-01-16 18:08:23,23026.91,29863.81,2023-01-16 18:03:49,
2023-01-18,09:30:00,137.88,138.82,240.88,172.53,2.227,2.116,2.062,2.135,88.43,79.18,84.67,84.09,36.511,41.335,42.339,40.062,59.86,0.881,21880.33,4123.73,24839.55,876112,167529,985892,85.36,75.79,81.38,80.84,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21177.13,26759.13,2023-01-16 15:39:38,4030.72,4890.27,2023-01-16 18:08:23,23969.39,29863.81,2023-01-16 18:03:49,
2023-01-18,09:40:00,137.59,138.45,240.37,172.14,2.343,2.248,2.192,2.261,90.90,80.52,86.42,85.95,35.674,40.591,41.926,39.397,60.08,0.885,22393.88,4271.52,25303.78,880021,168264,990310,89.27,79.51,85.31,84.70,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22183.08,26759.13,2023-01-16 15:39:38,4196.43,4890.27,2023-01-16 18:08:23,25071.15,29863.81,2023-01-16 18:03:49,
2023-01-18,09:50:00,137.03,137.96,239.47,171.49,2.446,2.335,2.289,2.357,93.10,83.17,89.19,88.49,35.344,39.655,40.209,38.403,59.95,0.885,22988.27,4341.38,25968.65,883888,168991,994682,91.77,82.00,87.80,87.19,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22754.09,26759.13,2023-01-16 15:39:38,4294.26,4890.27,2023-01-16 18:08:23,25727.13,29863.81,2023-01-16 18:03:49,
2023-01-18,10:00:00,137.30,138.28,239.92,171.83,2.292,2.201,2.137,2.210,96.97,87.49,93.29,92.58,34.685,38.375,38.676,37.245,60.01,0.887,24184.91,4467.97,27254.00,887849,169733,999150,93.22,83.37,89.24,88.61,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23083.15,26759.13,2023-01-16 15:39:38,4346.68,4890.27,2023-01-16 18:08:23,26085.49,29863.81,2023-01-16 18:03:49,
2023-01-18,10:10:00,137.39,138.34,240.11,171.95,2.474,2.398,2.335,2.402,100.32,89.77,96.38,95.49,33.612,37.815,38.421,36.616,59.97,0.892,25060.41,4586.23,28100.91,891823,170465,1003619,94.75,84.83,90.83,90.14,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23499.60,26759.13,2023-01-16 15:39:38,4391.48,4890.27,2023-01-16 18:08:23,26508.86,29863.81,2023-01-16 18:03:49,
2023-01-18,10:20:00,137.08,138.07,239.57,171.57,2.488,2.386,2.330,2.401,99.30,89.20,95.76,94.75,34.193,38.313,38.804,37.103,60.06,0.891,24791.88,4496.96,27829.20,895774,171185,1008056,95.26,85.35,91.51,90.71,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23680.48,26759.13,2023-01-16 15:39:38,4383.97,4890.27,2023-01-16 18:08:23,26669.65,29863.81,2023-01-16 18:03:49,
2023-01-18,10:30:00,137.14,138.17,239.70,171.67,2.451,2.393,2.317,2.387,83.51,73.96,80.47,79.31,35.155,39.828,40.248,38.410,59.95,0.892,20762.43,3726.42,23268.73,899608,171878,1012358,94.89,84.92,91.30,90.37,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23644.79,26759.13,2023-01-16 15:39:38,4322.95,4890.27,2023-01-16 18:08:23,26568.46,29863.81,2023-01-16 18:03:49,
2023-01-18,10:40:00,136.76,137.74,238.96,171.15,2.452,2.413,2.330,2.398,78.20,68.63,75.09,73.97,36.064,41.169,41.105,39.446,59.91,0.891,19265.62,3506.69,21615.21,903028,172495,1016188,91.30,81.33,87.88,86.84,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22728.97,26759.13,2023-01-16 15:39:38,4122.18,4890.27,2023-01-16 18:08:23,25500.44,29863.81,2023-01-16 18:03:49,
2023-01-18,10:50:00,137.11,138.04,239.57,171.57,2.438,2.335,2.286,2.353,87.07,76.88,83.80,82.58,34.736,39.635,39.920,38.097,60.01,0.895,21670.14,3887.78,24206.88,906700,173163,1020297,88.95,78.90,85.67,84.51,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22095.83,26759.13,2023-01-16 15:39:38,4008.11,4890.27,2023-01-16 18:08:23,24772.80,29863.81,2023-01-16 18:03:49,
2023-01-18,11:00:00,137.32,138.24,239.95,171.84,2.442,2.375,2.310,2.376,92.11,81.36,88.33,87.27,34.585,39.462,40.216,38.088,59.93,0.892,22856.72,4230.76,25624.94,910253,173813,1024281,85.82,75.73,82.61,81.39,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21290.54,26759.13,2023-01-16 15:39:38,3861.07,4890.27,2023-01-16 18:08:23,23854.13,29863.81,2023-01-16 18:03:49,
2023-01-18,11:10:00,137.27,138.13,239.77,171.72,2.459,2.387,2.316,2.388,87.13,77.36,83.30,82.59,35.218,39.501,40.556,38.425,59.92,0.887,21515.17,4069.68,24256.58,914089,174530,1028590,87.71,77.35,84.36,83.14,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21750.78,26759.13,2023-01-16 15:39:38,3990.17,4890.27,2023-01-16 18:08:23,24379.45,29863.81,2023-01-16 18:03:49,
2023-01-18,11:20:00,137.13,138.14,239.68,171.65,2.505,2.342,2.319,2.389,91.66,81.35,88.30,87.10,34.963,39.841,40.167,38.324,59.96,0.890,22739.23,4253.34,25557.30,917956,175254,1032932,91.00,80.54,87.50,86.35,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22604.37,26759.13,2023-01-16 15:39:38,4182.51,4890.27,2023-01-16 18:08:23,25356.33,29863.81,2023-01-16 18:03:49,
2023-01-18,11:30:00,137.58,138.58,240.46,172.21,2.502,2.435,2.372,2.436,87.63,77.15,84.11,82.96,35.902,41.225,41.963,39.697,59.94,0.888,21674.18,4113.96,24403.42,921790,175973,1037245,92.24,81.86,88.69,87.60,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22924.04,26759.13,2023-01-16 15:39:38,4279.57,4890.27,2023-01-16 18:08:23,25750.21,29863.81,2023-01-16 18:03:49,
2023-01-18,11:40:00,137.89,138.86,240.95,172.57,2.545,2.439,2.406,2.463,91.07,81.44,87.66,86.73,35.391,39.832,40.602,38.608,59.98,0.886,22684.45,4243.80,25608.94,925466,176661,1041397,92.18,82.06,88.65,87.63,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22919.50,26759.13,2023-01-16 15:39:38,4295.10,4890.27,2023-01-16 18:08:23,25790.02,29863.81,2023-01-16 18:03:49,
2023-01-18,11:50:00,138.84,139.77,242.55,173.72,2.454,2.362,2.323,2.380,77.83,68.62,74.52,73.66,36.532,40.872,42.403,39.936,59.97,0.885,19359.53,3631.77,21863.02,928852,177298,1045221,88.26,78.43,84.83,83.84,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21932.41,26759.13,2023-01-16 15:39:38,4112.10,4890.27,2023-01-16 18:08:23,24720.79,29863.81,2023-01-16 18:03:49,
2023-01-18,12:00:00,138.16,139.10,241.42,172.89,2.394,2.248,2.226,2.289,73.72,64.01,70.34,69.36,37.390,42.765,44.197,41.451,59.97,0.886,18117.67,3440.12,20452.21,932059,177900,1048844,84.35,74.75,81.01,80.04,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,20956.60,26759.13,2023-01-16 15:39:38,3934.00,4890.27,2023-01-16 18:08:23,23656.84,29863.81,2023-01-16 18:03:49,
2023-01-18,12:10:00,138.57,139.60,242.20,173.46,2.564,2.490,2.437,2.497,80.49,70.47,77.18,76.05,36.294,41.725,42.376,40.132,59.90,0.890,20027.30,3726.34,22515.11,935189,178489,1052375,80.12,70.69,76.86,75.89,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,19883.88,26759.13,2023-01-16 15:39:38,3734.92,4890.27,2023-01-16 18:08:23,22458.87,29863.81,2023-01-16 18:03:49,
2023-01-18,12:20:00,138.69,139.80,242.38,173.62,2.499,2.426,2.361,2.429,74.12,65.45,71.74,70.44,37.226,42.419,42.575,40.740,60.11,0.887,18522.49,3388.37,20885.23,938352,179079,1055944,76.63,67.15,73.49,72.42,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,19007.93,26759.13,2023-01-16 15:39:38,3568.02,4890.27,2023-01-16 18:08:23,21452.19,29863.81,2023-01-16 18:03:49,
2023-01-18,12:30:00,138.78,139.77,242.51,173.68,2.455,2.345,2.299,2.366,75.50,66.09,72.17,71.25,36.859,42.795,44.240,41.298,60.10,0.885,18698.32,3485.83,21126.54,941399,179641,1059383,75.72,66.30,72.69,71.57,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,18774.63,26759.13,2023-01-16 15:39:38,3506.46,4890.27,2023-01-16 18:08:23,21188.01,29863.81,2023-01-16 18:03:49,
2023-01-18,12:40:00,138.47,139.51,241.99,173.32,2.320,2.199,2.152,2.224,85.85,76.30,82.75,81.63,36.544,40.964,41.359,39.623,59.91,0.886,21424.62,3979.12,24188.80,944672,180252,1063087,76.29,67.02,73.22,72.18,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,18937.23,26759.13,2023-01-16 15:39:38,3522.50,4890.27,2023-01-16 18:08:23,21380.02,29863.81,2023-01-16 18:03:49,
2023-01-18,12:50:00,138.49,139.41,241.94,173.28,2.391,2.237,2.206,2.278,94.16,83.99,90.34,89.50,34.795,39.518,40.893,38.402,59.97,0.887,23534.27,4427.44,26534.61,947846,180850,1066684,76.00,66.87,72.90,71.93,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,18840.92,26759.13,2023-01-16 15:39:38,3512.57,4890.27,2023-01-16 18:08:23,21307.93,29863.81,2023-01-16 18:03:49,
2023-01-18,13:00:00,137.71,138.61,240.55,172.29,2.445,2.324,2.272,2.347,82.51,72.86,78.34,77.90,35.497,39.748,41.395,38.880,59.88,0.886,20338.87,3853.63,22947.85,951232,181485,1070493,78.16,68.81,74.80,73.92,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,19372.55,26759.13,2023-01-16 15:39:38,3624.23,4890.27,2023-01-16 18:08:23,21890.85,29863.81,2023-01-16 18:03:49,
2023-01-18,13:10:00,136.19,137.19,237.97,170.45,2.502,2.379,2.322,2.401,72.33,63.48,69.04,68.28,37.008,41.603,43.476,40.696,60.22,0.886,17613.28,3256.90,19877.75,954421,182082,1074087,79.60,70.15,76.02,75.25,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,19687.48,26759.13,2023-01-16 15:39:38,3694.19,4890.27,2023-01-16 18:08:23,22226.81,29863.81,2023-01-16 18:03:49,
2023-01-18,13:20:00,137.23,138.09,239.76,171.69,2.476,2.363,2.307,2.382,78.98,69.43,74.73,74.38,35.816,40.603,42.523,39.647,59.93,0.885,19324.49,3685.76,21826.75,957733,182710,1077824,80.53,70.90,76.78,76.07,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,19845.96,26759.13,2023-01-16 15:39:38,3731.12,4890.27,2023-01-16 18:08:23,22377.87,29863.81,2023-01-16 18:03:49,
2023-01-18,13:30:00,137.56,138.60,240.46,172.21,2.449,2.359,2.287,2.365,76.92,67.10,73.24,72.42,36.234,41.545,43.004,40.261,60.24,0.889,18927.48,3533.79,21287.40,960714,183277,1081192,78.04,68.40,74.22,73.55,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,19128.34,26759.13,2023-01-16 15:39:38,3614.88,4890.27,2023-01-16 18:08:23,21577.71,29863.81,2023-01-16 18:03:49,
2023-01-18,13:40:00,137.11,138.07,239.63,171.60,2.533,2.407,2.366,2.435,68.51,59.45,64.99,64.32,38.352,44.071,45.565,42.663,60.15,0.881,16591.80,3156.91,18829.62,963639,183828,1084499,75.43,65.85,71.68,70.98,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,18408.14,26759.13,2023-01-16 15:39:38,3482.24,4890.27,2023-01-16 18:08:23,20788.58,29863.81,2023-01-16 18:03:49,
2023-01-18,13:50:00,137.73,138.64,240.66,172.34,2.641,2.541,2.498,2.560,67.94,59.01,64.14,63.70,38.549,43.717,46.400,42.889,60.17,0.878,16443.23,3164.69,18736.59,966377,184346,1087613,72.92,63.52,69.27,68.57,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,17761.30,26759.13,2023-01-16 15:39:38,3364.73,4890.27,2023-01-16 18:08:23,20097.76,29863.81,2023-01-16 18:03:49,
2023-01-18,14:00:00,138.18,139.11,241.44,172.91,2.363,2.231,2.182,2.259,64.42,55.80,60.92,60.38,40.478,46.001,47.968,44.816,60.17,0.874,15557.65,3017.44,17810.60,968975,184846,1090585,69.31,60.26,65.78,65.12,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,16829.01,26759.13,2023-01-16 15:39:38,3192.82,4890.27,2023-01-16 18:08:23,19101.91,29863.81,2023-01-16 18:03:49,
2023-01-18,14:10:00,138.09,138.99,241.26,172.78,2.287,2.188,2.121,2.199,60.42,52.19,57.32,56.64,40.856,46.880,48.346,45.361,60.02,0.875,14608.07,2791.84,16687.23,971536,185339,1093505,65.91,57.19,62.47,61.86,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,15952.26,26759.13,2023-01-16 15:39:38,3050.35,4890.27,2023-01-16 18:08:23,18174.13,29863.81,2023-01-16 18:03:49,
2023-01-18,14:20:00,138.05,138.95,241.20,172.73,2.283,2.211,2.136,2.210,58.49,49.76,55.66,54.64,42.079,49.349,50.635,47.354,59.91,0.873,14014.80,2749.11,16056.42,973993,185809,1096312,63.79,55.31,60.47,59.86,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,15441.62,26759.13,2023-01-16 15:39:38,2959.25,4890.27,2023-01-16 18:08:23,17627.99,29863.81,2023-01-16 18:03:49,
2023-01-18,14:30:00,138.44,139.35,241.85,173.21,2.439,2.332,2.278,2.350,67.11,57.64,63.81,62.85,40.390,46.574,48.071,45.012,60.04,0.876,16253.16,3162.01,18545.87,976592,186307,1099270,62.69,54.17,59.50,58.79,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,15187.97,26759.13,2023-01-16 15:39:38,2914.51,4890.27,2023-01-16 18:08:23,17337.04,29863.81,2023-01-16 18:03:49,
2023-01-18,14:40:00,138.28,139.24,241.59,173.04,2.352,2.246,2.182,2.260,66.32,57.91,63.32,62.52,39.790,45.942,47.768,44.500,60.11,0.875,16149.32,3077.18,18466.53,979455,186850,1102525,64.80,56.03,61.58,60.80,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,15754.20,26759.13,2023-01-16 15:39:38,3010.38,4890.27,2023-01-16 18:08:23,17943.37,29863.81,2023-01-16 18:03:49,
2023-01-18,14:50:00,139.17,140.18,243.18,174.18,2.240,2.121,2.066,2.142,71.50,62.91,68.24,67.55,36.689,41.901,42.994,40.528,60.19,0.884,17769.84,3280.53,20100.42,982186,187369,1105628,65.56,56.73,62.39,61.56,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,15961.99,26759.13,2023-01-16 15:39:38,3050.30,4890.27,2023-01-16 18:08:23,18175.10,29863.81,2023-01-16 18:03:49,
2023-01-18,15:00:00,138.70,139.63,242.33,173.56,2.615,2.501,2.459,2.525,72.22,62.71,68.48,67.80,37.893,43.309,44.631,41.944,59.90,0.881,17692.47,3435.97,20077.73,985161,187934,1108997,69.48,60.38,66.19,65.35,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,17023.36,26759.13,2023-01-16 15:39:38,3235.71,4890.27,2023-01-16 18:08:23,19327.39,29863.81,2023-01-16 18:03:49,
2023-01-18,15:10:00,137.31,138.30,239.87,171.83,2.403,2.311,2.246,2.320,75.18,66.52,72.34,71.35,38.259,42.919,44.088,41.755,59.91,0.880,18444.77,3453.66,20948.86,988208,188513,1112451,71.15,62.05,67.86,67.02,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,17496.56,26759.13,2023-01-16 15:39:38,3320.86,4890.27,2023-01-16 18:08:23,19849.22,29863.81,2023-01-16 18:03:49,
2023-01-18,15:20:00,137.60,138.59,240.41,172.20,2.434,2.331,2.267,2.344,76.97,67.84,73.43,72.75,36.101,40.764,42.421,39.762,60.02,0.886,18958.11,3534.16,21406.59,991401,189119,1116064,73.73,64.41,70.36,69.50,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,18137.43,26759.13,2023-01-16 15:39:38,3446.44,4890.27,2023-01-16 18:08:23,20551.58,29863.81,2023-01-16 18:03:49,
2023-01-18,15:30:00,137.20,138.17,239.75,171.71,2.351,2.233,2.174,2.252,66.59,57.26,62.84,62.23,37.786,43.437,45.756,42.326,59.93,0.885,16125.57,3060.86,18214.41,994301,189671,1119343,74.51,65.07,70.94,70.17,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,18274.39,26759.13,2023-01-16 15:39:38,3476.33,4890.27,2023-01-16 18:08:23,20685.63,29863.81,2023-01-16 18:03:49,
2023-01-18,15:40:00,137.42,138.39,240.14,171.98,2.511,2.350,2.324,2.395,74.79,65.27,70.76,70.27,36.253,41.650,43.630,40.511,60.01,0.887,18299.43,3448.07,20636.94,997305,190233,1122732,74.40,65.06,70.78,70.08,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,18222.96,26759.13,2023-01-16 15:39:38,3447.54,4890.27,2023-01-16 18:08:23,20608.37,29863.81,2023-01-16 18:03:49,
2023-01-18,15:50:00,137.60,138.53,240.36,172.16,2.407,2.262,2.214,2.294,72.62,63.71,68.89,68.40,36.536,41.765,43.578,40.627,60.08,0.884,17783.24,3358.74,20120.06,1000380,190808,1126201,74.54,65.16,70.82,70.17,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,18250.42,26759.13,2023-01-16 15:39:38,3439.97,4890.27,2023-01-16 18:08:23,20605.88,29863.81,2023-01-16 18:03:49,
2023-01-18,16:00:00,137.34,138.48,240.08,171.97,2.298,2.155,2.113,2.189,73.57,64.48,70.81,69.62,37.099,42.196,42.619,40.638,60.03,0.888,18147.76,3331.78,20431.05,1003376,191374,1129584,73.12,63.84,69.53,68.83,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,17902.01,26759.13,2023-01-16 15:39:38,3367.78,4890.27,2023-01-16 18:08:23,20203.33,29863.81,2023-01-16 18:03:49,
2023-01-18,16:10:00,137.84,138.94,240.86,172.55,2.490,2.373,2.314,2.393,69.23,60.41,66.52,65.39,38.126,43.392,43.786,41.768,59.85,0.886,17045.99,3200.58,19247.36,1006088,191889,1132656,72.38,63.25,69.01,68.21,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,17737.68,26759.13,2023-01-16 15:39:38,3338.90,4890.27,2023-01-16 18:08:23,20039.06,29863.81,2023-01-16 18:03:49,
2023-01-18,16:20:00,138.37,139.40,241.80,173.19,2.508,2.386,2.327,2.407,71.17,61.51,67.77,66.82,39.062,44.934,45.850,43.282,59.88,0.881,17388.83,3401.82,19728.31,1008932,192433,1135877,70.78,61.73,67.58,66.70,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,17348.94,26759.13,2023-01-16 15:39:38,3283.91,4890.27,2023-01-16 18:08:23,19614.40,29863.81,2023-01-16 18:03:49,
2023-01-18,16:30:00,138.58,139.56,242.10,173.41,2.282,2.138,2.088,2.170,64.93,56.33,61.69,60.99,39.211,44.530,46.535,43.425,60.08,0.878,15846.28,3071.03,18041.37,1011697,192962,1139012,69.14,60.17,66.12,65.14,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,16950.45,26759.13,2023-01-16 15:39:38,3224.18,4890.27,2023-01-16 18:08:23,19190.52,29863.81,2023-01-16 18:03:49,
2023-01-18,16:40:00,138.94,139.86,242.69,173.83,2.469,2.372,2.313,2.385,69.45,60.73,65.65,65.28,36.683,42.130,44.042,40.952,60.12,0.882,17104.19,3277.40,19381.78,1014343,193477,1142021,67.35,58.44,64.27,63.35,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,16477.79,26759.13,2023-01-16 15:39:38,3163.10,4890.27,2023-01-16 18:08:23,18691.69,29863.81,2023-01-16 18:03:49,
