ProductSN:3421256001
Date&Time,,Voltage(V),,,,UTHD(%),,,,Current(A),,,,ITHD(%),,,,Frequency(Hz),Power Factor,Active Power(W),Reactive Power(Var),Apparent Power(Va),Active Energy(Wh),Reactive Energy(Varh),Apparent Energy(Vah),Current Demand(A),,,,Current Peak Demand(A)&Date,,,,,,,,Total Active Power Deamnd(W),Total Active Power Peak Deamnd(W)&Date,,Total Reactive Power Deamnd(Var),Total Reactive Power Peak Deamnd(Var)&Date,,Total Apparent Power Deamnd(Va),Total Apparent Power Peak Deamnd(Va)&Date,,
2023-01-18,06:30:00,138.47,139.42,241.98,173.29,2.022,2.016,1.881,1.973,60.50,50.94,56.86,56.10,41.215,47.211,50.195,46.207,59.90,0.875,14462.25,2948.13,16529.98,817290,156151,919077,68.81,58.45,64.97,64.08,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,16671.32,26759.13,2023-01-16 15:39:38,3314.03,4890.27,2023-01-16 18:08:23,18884.67,29863.81,2023-01-16 18:03:49,
2023-01-18,06:40:00,138.46,139.32,241.87,173.22,2.025,1.942,1.851,1.939,63.62,54.36,59.27,59.08,39.247,45.105,49.830,44.727,60.04,0.874,15240.06,3105.35,17446.41,819909,156678,922062,67.30,57.38,63.35,62.68,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,16268.14,26759.13,2023-01-16 15:39:38,3243.51,4890.27,2023-01-16 18:08:23,18480.80,29863.81,2023-01-16 18:03:49,
2023-01-18,06:50:00,138.13,138.98,241.30,172.80,2.032,1.907,1.825,1.921,62.54,53.48,58.14,58.05,40.682,46.496,51.101,46.093,59.93,0.869,14868.92,3055.89,17101.66,822441,157190,924964,65.02,55.61,60.98,60.54,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,15654.80,26759.13,2023-01-16 15:39:38,3140.52,4890.27,2023-01-16 18:08:23,17859.46,29863.81,2023-01-16 18:03:49,
2023-01-18,07:00:00,138.60,139.41,242.05,173.35,2.137,2.042,1.976,2.052,79.85,69.53,74.65,74.68,37.636,42.742,45.649,42.009,60.18,0.879,19448.81,3839.48,22115.75,825261,157759,928190,65.41,56.03,61.21,60.89,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,15698.49,26759.13,2023-01-16 15:39:38,3174.44,4890.27,2023-01-16 18:08:23,17959.64,29863.81,2023-01-16 18:03:49,
2023-01-18,07:10:00,138.41,139.25,241.72,173.13,2.233,2.179,2.115,2.176,79.99,70.68,75.79,75.49,36.739,41.771,43.884,40.798,60.13,0.882,19711.32,3730.06,22349.97,828499,158394,931872,70.10,60.44,65.73,65.42,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,16915.55,26759.13,2023-01-16 15:39:38,3389.98,4890.27,2023-01-16 18:08:23,19313.44,29863.81,2023-01-16 18:03:49,
2023-01-18,07:20:00,138.00,138.82,241.03,172.62,2.310,2.234,2.189,2.245,76.67,67.56,72.09,72.11,37.175,42.069,44.417,41.220,59.96,0.879,18716.86,3613.54,21290.06,831635,158996,935434,74.34,64.67,69.85,69.62,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,18040.99,26759.13,2023-01-16 15:39:38,3555.39,4890.27,2023-01-16 18:08:23,20555.24,29863.81,2023-01-16 18:03:49,
2023-01-18,07:30:00,137.00,137.77,239.26,171.34,2.285,2.174,2.142,2.200,74.19,64.52,69.35,69.35,37.697,42.840,46.005,42.181,59.85,0.879,17847.44,3521.02,20299.04,834623,159578,938842,76.71,67.15,72.20,72.02,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,18678.93,26759.13,2023-01-16 15:39:38,3644.23,4890.27,2023-01-16 18:08:23,21260.21,29863.81,2023-01-16 18:03:49,
2023-01-18,07:40:00,136.75,137.69,238.88,171.11,2.337,2.283,2.229,2.283,84.43,75.40,80.21,80.01,35.801,40.516,42.013,39.443,59.94,0.881,20659.21,3927.01,23440.22,837749,160185,942396,76.34,66.96,71.87,71.72,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,18564.02,26759.13,2023-01-16 15:39:38,3604.14,4890.27,2023-01-16 18:08:23,21120.46,29863.81,2023-01-16 18:03:49,
2023-01-18,07:50:00,137.84,138.66,240.75,172.42,2.248,2.128,2.105,2.161,80.83,70.80,75.89,75.84,36.972,42.370,44.942,41.428,59.92,0.880,19659.97,3860.75,22349.98,841176,160849,946286,78.55,69.13,73.95,73.88,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,19060.41,26759.13,2023-01-16 15:39:38,3696.73,4890.27,2023-01-16 18:08:23,21676.37,29863.81,2023-01-16 18:03:49,
2023-01-18,08:00:00,137.53,138.36,240.25,172.05,2.226,2.120,2.092,2.146,84.24,73.87,79.31,79.14,36.427,42.034,44.333,40.932,60.01,0.881,20492.69,4006.57,23271.33,844357,161458,949898,79.15,69.64,74.65,74.48,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,19212.15,26759.13,2023-01-16 15:39:38,3716.42,4890.27,2023-01-16 18:08:23,21836.29,29863.81,2023-01-16 18:03:49,
2023-01-18,08:10:00,137.94,138.75,240.93,172.54,2.314,2.209,2.177,2.233,89.55,79.89,84.76,84.73,35.742,40.519,42.416,39.559,59.90,0.879,22015.80,4236.39,25035.65,847930,162145,953952,82.39,72.62,77.86,77.62,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,20040.33,26759.13,2023-01-16 15:39:38,3865.71,4890.27,2023-01-16 18:08:23,22748.73,29863.81,2023-01-16 18:03:49,
