ProductSN:3421256001
Date&Time,,Voltage(V),,,,UTHD(%),,,,Current(A),,,,ITHD(%),,,,Frequency(Hz),Power Factor,Active Power(W),Reactive Power(Var),Apparent Power(Va),Active Energy(Wh),Reactive Energy(Varh),Apparent Energy(Vah),Current Demand(A),,,,Current Peak Demand(A)&Date,,,,,,,,Total Active Power Deamnd(W),Total Active Power Peak Deamnd(W)&Date,,Total Reactive Power Deamnd(Var),Total Reactive Power Peak Deamnd(Var)&Date,,Total Apparent Power Deamnd(Va),Total Apparent Power Peak Deamnd(Va)&Date,,
Date,Time,UAB,UBC,UCA,UAvg,UTHDAB,UTHDBC,UTHDCA,UTHDAvg,IA,IB,IC,IAvg,ITHDA,ITHDB,ITHDC,ITHDAvg,F,PF,PSum,QSum,SSum,EPSum,EQSum,ESSum,DmIA,DmIB,DmIC,DmIAVG,PDmIA,PDmIA_D/T,PDmIB,PDmIB_D/T,PDmIC,PDmIC_D/T,PDmIAVG,PDmIAVG_D/T,DmP,PDmP,PDmP_D/T,DmQ,PDmQ,PDmQ_D/T,DmS,PDmS,PDmS_D/T,
2023-01-17,10:00:00,137.96,138.90,241.02,172.63,2.563,2.518,2.439,2.507,96.54,86.36,92.72,91.87,35.227,39.132,39.773,38.044,59.91,0.887,24076.67,4622.82,27144.91,417704,80004,470422,82.42,72.94,78.74,78.03,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,20456.79,26759.13,2023-01-16 15:39:38,3878.82,4890.27,2023-01-16 18:08:23,23114.98,29863.81,2023-01-16 18:03:49,
2023-01-17,10:10:00,137.57,138.49,240.31,172.12,2.390,2.260,2.220,2.290,91.30,81.28,87.59,86.73,34.751,38.419,39.662,37.611,59.89,0.890,22728.09,4240.07,25535.34,421434,80715,474617,84.67,74.87,80.95,80.16,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21022.21,26759.13,2023-01-16 15:39:38,3992.37,4890.27,2023-01-16 18:08:23,23702.35,29863.81,2023-01-16 18:03:49,
2023-01-17,10:20:00,137.10,138.02,239.55,171.55,2.335,2.230,2.174,2.246,96.61,86.07,92.72,91.80,34.531,38.463,39.092,37.362,60.10,0.891,24007.05,4481.63,26941.21,425278,81436,478942,87.48,77.48,83.75,82.90,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21713.82,26759.13,2023-01-16 15:39:38,4112.82,4890.27,2023-01-16 18:08:23,24449.88,29863.81,2023-01-16 18:03:49,
2023-01-17,10:30:00,136.96,137.97,239.35,171.43,2.427,2.305,2.260,2.330,92.30,82.62,89.39,88.10,35.144,39.112,39.960,38.072,60.07,0.890,22985.28,4220.66,25836.38,429243,82173,483398,91.29,81.16,87.57,86.67,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22675.00,26759.13,2023-01-16 15:39:38,4272.38,4890.27,2023-01-16 18:08:23,25509.75,29863.81,2023-01-16 18:03:49,
2023-01-17,10:40:00,136.90,137.89,239.23,171.34,2.500,2.396,2.345,2.414,85.63,75.97,82.50,81.37,36.781,40.852,41.486,39.706,60.02,0.885,21097.20,3997.65,23828.89,432917,82861,487531,92.82,82.70,89.25,88.26,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23048.86,26759.13,2023-01-16 15:39:38,4313.72,4890.27,2023-01-16 18:08:23,25915.55,29863.81,2023-01-16 18:03:49,
2023-01-17,10:50:00,136.99,137.94,239.37,171.43,2.392,2.246,2.216,2.285,86.42,76.69,82.90,82.00,36.252,40.369,41.219,39.280,59.91,0.887,21307.05,4029.51,24034.50,436636,83560,491712,92.35,82.19,88.88,87.80,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22902.61,26759.13,2023-01-16 15:39:38,4282.83,4890.27,2023-01-16 18:08:23,25747.15,29863.81,2023-01-16 18:03:49,
2023-01-17,11:00:00,137.07,138.06,239.55,171.56,2.563,2.434,2.399,2.465,88.16,78.96,84.92,84.01,35.124,38.774,39.377,37.759,59.96,0.889,21925.48,4104.22,24668.45,440219,84236,495749,89.54,79.56,86.24,85.11,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22175.68,26759.13,2023-01-16 15:39:38,4161.07,4890.27,2023-01-16 18:08:23,24953.39,29863.81,2023-01-16 18:03:49,
2023-01-17,11:10:00,137.33,138.43,240.03,171.93,2.416,2.315,2.257,2.329,82.26,72.97,79.64,78.29,36.740,40.657,40.777,39.391,60.08,0.888,20432.96,3786.96,22998.43,443780,84899,499759,88.19,78.37,84.91,83.82,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21841.19,26759.13,2023-01-16 15:39:38,4095.87,4890.27,2023-01-16 18:08:23,24583.55,29863.81,2023-01-16 18:03:49,
2023-01-17,11:20:00,137.48,138.52,240.29,172.10,2.510,2.381,2.350,2.414,97.21,86.50,94.12,92.61,34.921,39.449,39.710,38.027,60.13,0.892,24289.75,4534.21,27244.77,447301,85558,503715,86.03,76.22,82.82,81.69,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21311.03,26759.13,2023-01-16 15:39:38,3996.83,4890.27,2023-01-16 18:08:23,23982.65,29863.81,2023-01-16 18:03:49,
2023-01-17,11:30:00,137.47,138.51,240.26,172.08,2.611,2.488,2.456,2.519,98.64,88.28,95.80,94.24,33.688,38.223,38.358,36.756,60.06,0.894,24795.51,4514.45,27735.56,451374,86316,508283,89.25,79.41,86.12,84.93,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22207.02,26759.13,2023-01-16 15:39:38,4149.98,4890.27,2023-01-16 18:08:23,24968.04,29863.81,2023-01-16 18:03:49,
2023-01-17,11:40:00,137.79,138.79,240.77,172.45,2.569,2.464,2.421,2.485,97.46,86.54,94.34,92.78,34.744,39.853,39.100,37.899,60.06,0.893,24416.45,4567.98,27342.02,455397,87056,512787,91.27,81.20,88.29,86.92,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22790.98,26759.13,2023-01-16 15:39:38,4234.08,4890.27,2023-01-16 18:08:23,25582.18,29863.81,2023-01-16 18:03:49,
2023-01-17,11:50:00,138.15,139.19,241.40,172.91,2.554,2.492,2.406,2.484,93.97,83.34,91.09,89.47,33.721,37.690,37.644,36.351,60.10,0.898,23734.29,4300.66,26431.34,459477,87798,517347,95.09,84.65,92.18,90.64,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23835.75,26759.13,2023-01-16 15:39:38,4402.55,4890.27,2023-01-16 18:08:23,26704.72,29863.81,2023-01-16 18:03:49,
2023-01-17,12:00:00,139.56,140.62,243.89,174.69,2.469,2.385,2.314,2.389,86.58,75.52,83.49,81.86,34.893,39.301,39.526,37.907,60.29,0.898,21900.12,4023.04,24388.47,463143,88478,521434,94.50,83.81,91.49,89.93,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23756.88,26759.13,2023-01-16 15:39:38,4373.59,4890.27,2023-01-16 18:08:23,26555.40,29863.81,2023-01-16 18:03:49,
2023-01-17,12:10:00,137.31,138.49,240.03,171.95,2.513,2.391,2.327,2.411,82.86,72.19,80.74,78.60,35.734,40.670,39.681,38.695,59.96,0.899,20696.34,3801.31,23029.74,466888,89169,525600,92.84,81.89,89.80,88.18,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23337.96,26759.13,2023-01-16 15:39:38,4292.20,4890.27,2023-01-16 18:08:23,26042.23,29863.81,2023-01-16 18:03:49,
2023-01-17,12:20:00,137.76,138.78,240.78,172.44,2.474,2.366,2.305,2.382,91.94,79.78,88.61,86.77,34.708,39.781,39.523,38.004,60.12,0.900,22958.26,4331.92,25502.53,470744,89892,529891,91.32,80.16,88.25,86.58,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22912.45,26759.13,2023-01-16 15:39:38,4234.21,4890.27,2023-01-16 18:08:23,25531.96,29863.81,2023-01-16 18:03:49,
2023-01-17,12:30:00,137.48,138.51,240.25,172.08,2.516,2.455,2.371,2.447,93.04,81.26,89.82,88.04,33.443,38.044,37.643,36.377,60.08,0.903,23338.93,4238.65,25843.02,474666,90613,534248,91.24,79.79,88.13,86.38,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22844.64,26759.13,2023-01-16 15:39:38,4239.39,4890.27,2023-01-16 18:08:23,25418.04,29863.81,2023-01-16 18:03:49,
2023-01-17,12:40:00,137.28,138.44,239.97,171.90,2.500,2.399,2.330,2.410,86.60,75.56,84.14,82.10,34.564,39.440,39.035,37.679,60.06,0.901,21681.23,3886.52,24056.93,478415,91292,538407,92.51,80.99,89.46,87.65,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23149.42,26759.13,2023-01-16 15:39:38,4271.01,4890.27,2023-01-16 18:08:23,25725.78,29863.81,2023-01-16 18:03:49,
2023-01-17,12:50:00,137.00,138.05,239.40,171.48,2.433,2.330,2.265,2.343,92.54,81.45,89.54,87.84,33.512,38.400,38.111,36.674,60.07,0.900,23153.01,4139.47,25715.15,482234,91983,542648,91.62,80.17,88.62,86.80,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22920.43,26759.13,2023-01-16 15:39:38,4188.20,4890.27,2023-01-16 18:08:23,25451.71,29863.81,2023-01-16 18:03:49,
2023-01-17,13:00:00,136.58,137.70,238.72,171.00,2.340,2.264,2.180,2.261,91.34,80.31,88.91,86.85,34.309,39.431,38.571,37.437,60.02,0.900,22818.49,4035.78,25340.87,485878,92631,546695,90.24,79.04,87.38,85.55,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22566.70,26759.13,2023-01-16 15:39:38,4070.03,4890.27,2023-01-16 18:08:23,25056.07,29863.81,2023-01-16 18:03:49,
2023-01-17,13:10:00,136.44,137.48,238.50,170.81,2.434,2.320,2.265,2.340,97.21,85.30,94.32,92.28,34.135,39.061,38.294,37.163,59.95,0.901,24215.19,4373.77,26888.76,489792,93338,551046,90.33,79.06,87.48,85.62,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22542.54,26759.13,2023-01-16 15:39:38,4057.77,4890.27,2023-01-16 18:08:23,25038.87,29863.81,2023-01-16 18:03:49,
2023-01-17,13:20:00,136.48,137.45,238.48,170.80,2.466,2.375,2.318,2.386,100.50,89.11,97.22,95.61,32.887,37.966,37.783,36.212,60.09,0.898,25068.07,4531.53,27903.79,493852,94076,555565,93.50,82.11,90.48,88.70,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23306.65,26759.13,2023-01-16 15:39:38,4202.74,4890.27,2023-01-16 18:08:23,25910.87,29863.81,2023-01-16 18:03:49,
2023-01-17,13:30:00,136.39,137.34,238.34,170.69,2.353,2.235,2.184,2.257,91.38,79.78,87.80,86.32,34.380,40.098,39.781,38.086,60.20,0.898,22568.86,4102.03,25134.82,497913,94816,560085,95.51,84.02,92.24,90.59,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23764.06,26759.13,2023-01-16 15:39:38,4298.44,4890.27,2023-01-16 18:08:23,26431.52,29863.81,2023-01-16 18:03:49,
2023-01-17,13:40:00,136.34,137.25,238.19,170.59,2.361,2.249,2.192,2.267,92.78,81.59,89.35,87.91,34.043,39.318,39.255,37.539,60.12,0.898,22996.32,4131.40,25606.18,501686,95493,564291,96.02,84.53,92.55,91.03,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23854.44,26759.13,2023-01-16 15:39:38,4328.09,4890.27,2023-01-16 18:08:23,26551.40,29863.81,2023-01-16 18:03:49,
2023-01-17,13:50:00,135.95,136.92,237.58,170.15,2.405,2.278,2.237,2.306,92.11,80.21,88.69,87.00,34.940,40.237,40.199,38.459,59.97,0.898,22658.95,4135.24,25245.23,505716,96223,568780,96.40,84.98,92.87,91.42,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23917.29,26759.13,2023-01-16 15:39:38,4329.32,4890.27,2023-01-16 18:08:23,26633.65,29863.81,2023-01-16 18:03:49,
2023-01-17,14:00:00,136.43,137.29,238.30,170.67,2.472,2.398,2.337,2.402,97.72,86.51,94.31,92.85,34.495,39.252,39.418,37.722,59.96,0.894,24197.71,4419.95,27073.79,509614,96938,573133,94.71,83.36,91.31,89.79,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23449.92,26759.13,2023-01-16 15:39:38,4252.50,4890.27,2023-01-16 18:08:23,26137.98,29863.81,2023-01-16 18:03:49,
2023-01-17,14:10:00,136.49,137.42,238.46,170.79,2.658,2.613,2.541,2.604,113.46,101.23,110.07,108.25,32.778,37.515,37.124,35.806,60.00,0.896,28339.25,5237.57,31612.43,513844,97708,577852,97.00,85.58,93.67,92.08,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,24049.61,26759.13,2023-01-16 15:39:38,4371.10,4890.27,2023-01-16 18:08:23,26823.56,29863.81,2023-01-16 18:03:49,
2023-01-17,14:20:00,136.33,137.24,238.13,170.57,2.633,2.565,2.494,2.564,104.66,93.03,101.56,99.75,33.054,37.848,37.542,36.148,59.99,0.898,26124.08,4764.20,29076.66,518100,98486,582590,98.83,87.30,95.58,93.90,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,24551.48,26759.13,2023-01-16 15:39:38,4479.18,4890.27,2023-01-16 18:08:23,27376.97,29863.81,2023-01-16 18:03:49,
2023-01-17,14:30:00,136.68,137.64,238.75,171.02,2.615,2.547,2.480,2.548,105.69,94.85,102.99,101.18,33.000,37.568,36.846,35.805,59.97,0.896,26534.97,4778.42,29600.10,522230,99231,587187,99.79,88.31,96.70,94.93,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,24855.64,26759.13,2023-01-16 15:39:38,4527.55,4890.27,2023-01-16 18:08:23,27702.91,29863.81,2023-01-16 18:03:49,
2023-01-17,14:40:00,136.93,137.71,239.16,171.27,2.635,2.582,2.518,2.578,100.92,89.27,97.34,95.84,33.528,38.076,38.146,36.583,60.03,0.897,25163.01,4590.33,28045.01,526620,100026,592082,102.49,91.12,99.43,97.68,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,25620.72,26759.13,2023-01-16 15:39:38,4651.47,4890.27,2023-01-16 18:08:23,28539.87,29863.81,2023-01-16 18:03:49,
2023-01-17,14:50:00,137.19,138.03,239.60,171.60,2.632,2.613,2.540,2.595,97.59,86.38,94.49,92.82,34.033,39.179,38.897,37.370,59.98,0.895,24346.62,4449.59,27210.34,530734,100770,596677,101.06,89.93,98.05,96.35,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,25277.20,26759.13,2023-01-16 15:39:38,4577.05,4890.27,2023-01-16 18:08:23,28176.71,29863.81,2023-01-16 18:03:49,
2023-01-17,15:00:00,138.21,139.12,241.35,172.89,2.625,2.636,2.535,2.598,84.05,73.92,81.18,79.72,35.065,39.520,40.582,38.389,60.07,0.895,21050.28,3803.68,23527.20,534820,101514,601246,101.56,90.59,98.50,96.88,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,25432.86,26759.13,2023-01-16 15:39:38,4610.43,4890.27,2023-01-16 18:08:23,28381.86,29863.81,2023-01-16 18:03:49,
2023-01-17,15:10:00,138.55,139.37,241.90,173.27,2.482,2.444,2.361,2.429,83.06,73.32,79.65,78.68,35.939,40.296,41.201,39.145,60.18,0.890,20723.79,3839.52,23295.89,538223,102144,605063,94.48,83.87,91.38,89.91,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23633.89,26759.13,2023-01-16 15:39:38,4309.67,4890.27,2023-01-16 18:08:23,26425.30,29863.81,2023-01-16 18:03:49,
2023-01-17,15:20:00,138.15,139.04,241.25,172.81,2.469,2.427,2.347,2.414,86.45,76.53,83.74,82.24,35.710,40.469,40.827,39.002,60.08,0.891,21628.42,3987.98,24278.02,541750,102794,609026,90.04,79.80,87.02,85.62,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22534.58,26759.13,2023-01-16 15:39:38,4129.03,4890.27,2023-01-16 18:08:23,25245.87,29863.81,2023-01-16 18:03:49,
2023-01-17,15:30:00,138.50,139.38,241.88,173.25,2.639,2.598,2.528,2.588,82.26,72.43,79.09,77.93,35.556,40.797,41.603,39.319,60.03,0.890,20517.91,3865.50,23058.65,545331,103461,613051,85.97,75.99,82.96,81.64,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21504.18,26759.13,2023-01-16 15:39:38,3964.48,4890.27,2023-01-16 18:08:23,24133.22,29863.81,2023-01-16 18:03:49,
2023-01-17,15:40:00,138.04,138.88,240.99,172.64,2.765,2.768,2.681,2.738,107.43,96.93,104.33,102.89,32.820,37.070,36.820,35.570,60.05,0.894,27187.84,4965.70,30414.99,549356,104204,617563,87.04,77.10,84.01,82.72,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21802.01,26759.13,2023-01-16 15:39:38,4037.73,4890.27,2023-01-16 18:08:23,24484.51,29863.81,2023-01-16 18:03:49,
2023-01-17,15:50:00,138.48,139.41,241.87,173.25,2.602,2.533,2.477,2.537,92.10,81.30,88.93,87.45,34.851,39.850,40.242,38.314,59.98,0.893,23111.31,4256.11,25875.40,553604,104981,622315,92.95,82.78,89.85,88.53,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23361.51,26759.13,2023-01-16 15:39:38,4309.89,4890.27,2023-01-16 18:08:23,26197.47,29863.81,2023-01-16 18:03:49,
2023-01-17,16:00:00,138.81,139.80,242.47,173.69,2.665,2.586,2.534,2.595,101.03,90.31,97.90,96.41,34.063,38.838,38.768,37.223,60.03,0.894,25597.07,4704.46,28642.57,557581,105712,626773,95.51,85.14,92.36,91.00,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,24052.87,26759.13,2023-01-16 15:39:38,4427.87,4890.27,2023-01-16 18:08:23,26954.97,29863.81,2023-01-16 18:03:49,
2023-01-17,16:10:00,139.38,140.38,243.40,174.39,2.551,2.519,2.438,2.503,98.72,89.05,96.42,94.73,34.057,38.403,38.094,36.851,60.29,0.893,25242.28,4522.68,28272.04,561862,106488,631561,98.74,88.18,95.67,94.20,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,24950.76,26759.13,2023-01-16 15:39:38,4566.11,4890.27,2023-01-16 18:08:23,27931.42,29863.81,2023-01-16 18:03:49,
2023-01-17,16:20:00,136.65,137.57,238.68,170.96,2.570,2.465,2.414,2.483,105.54,94.01,102.00,100.52,33.182,37.840,37.618,36.214,59.97,0.896,26320.13,4845.75,29384.58,566019,107245,636205,98.29,87.77,95.37,93.81,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,24832.83,26759.13,2023-01-16 15:39:38,4530.40,4890.27,2023-01-16 18:08:23,27788.72,29863.81,2023-01-16 18:03:49,
2023-01-17,16:30:00,138.20,139.19,241.42,172.93,2.551,2.470,2.408,2.476,99.18,89.06,96.40,94.88,33.058,37.614,37.547,36.073,60.09,0.896,25147.06,4503.05,28075.06,570307,108023,640991,100.24,89.63,97.35,95.74,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,25301.78,26759.13,2023-01-16 15:39:38,4601.62,4890.27,2023-01-16 18:08:23,28279.60,29863.81,2023-01-16 18:03:49,
2023-01-17,16:40:00,138.68,139.58,242.21,173.49,2.457,2.363,2.306,2.375,94.11,83.47,90.68,89.42,33.854,38.786,38.925,37.188,60.14,0.896,23756.43,4282.97,26516.19,574330,108748,645491,99.35,88.86,96.49,94.90,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,25065.50,26759.13,2023-01-16 15:39:38,4541.18,4890.27,2023-01-16 18:08:23,28006.29,29863.81,2023-01-16 18:03:49,
2023-01-17,16:50:00,139.41,140.38,243.45,174.41,2.435,2.361,2.295,2.364,91.78,82.29,88.96,87.68,34.276,38.887,38.995,37.386,60.13,0.892,23337.40,4169.49,26164.05,578118,109434,649728,97.01,86.49,94.03,92.51,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,24436.03,26759.13,2023-01-16 15:39:38,4431.14,4890.27,2023-01-16 18:08:23,27303.97,29863.81,2023-01-16 18:03:49,
2023-01-17,17:00:00,138.33,139.27,241.60,173.07,2.665,2.580,2.517,2.587,93.53,82.92,90.26,88.90,34.295,39.474,39.742,37.837,59.97,0.892,23464.88,4329.80,26293.77,581969,110130,654042,93.09,82.89,90.15,88.71,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23517.55,26759.13,2023-01-16 15:39:38,4248.08,4890.27,2023-01-16 18:08:23,26309.23,29863.81,2023-01-16 18:03:49,
2023-01-17,17:10:00,138.46,139.46,241.93,173.28,2.427,2.375,2.292,2.365,92.42,81.74,89.68,87.95,34.571,40.421,39.974,38.322,60.15,0.894,23277.28,4206.20,26028.17,585701,110814,658227,90.00,79.77,87.10,85.62,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22658.58,26759.13,2023-01-16 15:39:38,4111.62,4890.27,2023-01-16 18:08:23,25375.20,29863.81,2023-01-16 18:03:49,
2023-01-17,17:20:00,138.22,139.08,241.40,172.90,2.593,2.565,2.475,2.544,95.09,84.57,91.56,90.41,34.139,39.027,39.112,37.426,59.92,0.892,23850.21,4405.23,26728.88,589631,111527,662627,91.57,81.27,88.64,87.16,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,23039.62,26759.13,2023-01-16 15:39:38,4184.45,4890.27,2023-01-16 18:08:23,25807.59,29863.81,2023-01-16 18:03:49,
2023-01-17,17:30:00,138.37,139.30,241.74,173.13,2.465,2.348,2.296,2.370,90.54,79.79,87.16,85.83,34.808,40.555,40.281,38.548,59.94,0.894,22681.07,4150.51,25379.91,593395,112217,666838,91.48,80.97,88.45,86.97,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22938.24,26759.13,2023-01-16 15:39:38,4188.17,4890.27,2023-01-16 18:08:23,25693.07,29863.81,2023-01-16 18:03:49,
2023-01-17,17:40:00,138.32,139.27,241.66,173.08,2.476,2.366,2.305,2.382,93.72,82.94,90.71,89.12,34.605,39.769,39.927,38.100,60.11,0.894,23552.93,4275.56,26353.07,597186,112911,671085,91.24,80.70,88.09,86.68,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22870.71,26759.13,2023-01-16 15:39:38,4179.67,4890.27,2023-01-16 18:08:23,25615.42,29863.81,2023-01-16 18:03:49,
2023-01-17,17:50:00,138.47,139.41,241.95,173.27,2.662,2.567,2.500,2.577,88.62,77.76,85.11,83.83,33.936,39.725,40.111,37.924,60.13,0.897,22242.42,4045.21,24798.33,600966,113595,675311,91.20,80.58,87.94,86.58,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22864.46,26759.13,2023-01-16 15:39:38,4170.79,4890.27,2023-01-16 18:08:23,25590.70,29863.81,2023-01-16 18:03:49,
2023-01-17,18:00:00,138.20,139.21,241.56,172.99,2.507,2.447,2.345,2.433,79.68,69.27,76.73,75.23,37.153,44.848,43.189,41.730,60.03,0.889,19724.80,3721.08,22185.64,604431,114236,679184,88.58,77.80,85.37,83.92,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,22159.39,26759.13,2023-01-16 15:39:38,4051.25,4890.27,2023-01-16 18:08:23,24786.33,29863.81,2023-01-16 18:03:49,
2023-01-17,18:10:00,138.44,139.49,242.07,173.33,2.604,2.524,2.428,2.518,89.79,78.38,86.52,84.90,35.862,42.451,41.184,39.832,60.01,0.893,22426.83,4263.26,25100.86,608056,114922,683246,87.76,76.88,84.61,83.08,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21937.33,26759.13,2023-01-16 15:39:38,4044.34,4890.27,2023-01-16 18:08:23,24545.98,29863.81,2023-01-16 18:03:49,
2023-01-17,18:20:00,138.56,139.58,242.29,173.48,2.676,2.557,2.488,2.574,95.78,82.97,92.10,90.28,35.929,43.028,41.479,40.145,59.91,0.893,23833.24,4675.61,26692.38,611731,115624,687363,86.26,75.17,83.16,81.53,178.76,2023-01-16 12:38:49,128.04,2023-01-16 12:38:49,152.47,2023-01-16 12:38:49,153.09,2023-01-16 12:38:49,21519.76,26759.13,2023-01-16 15:39:38,4029.33,4890.27,2023-01-16 18:08:23,24089.29,29863.81,2023-01-16 18:03:49,
